Items,PurQTY,PurVALUE,SalesQTY,SalesVALUE,ClosQTY,CloVALUE,M.EXP,OpenQTY,OpenVALUE,RecQTY,RecVALUE,SalesDate
SEBA BABY CLEANSING BAR 100GM,1,201.28,1,210,0,0,0,0,0,1,201.28,2023-05-12
SEBA BABY EXTRA SOFT CREAM 50ML,1,156.78,1,160,0,0,0,0,0,1,156.78,2023-01-24
SEBA BABY RUSH CREAM 100ML,1,331.93,1,340,0,0,0,0,0,1,331.93,2023-08-20
SEBAMED LIP DEFENSE CREAM 4.8G,1,350,1,381.25,0,0,0,0,0,1,350,2023-09-27
SEBORAL CREAM 30GMS,3414,82379.82,3293,172038.27,121,2919.73,24-Aug,170,4102.1,3244,78277.72,2022-08-26
SEBORAL LOTION 50ML,1143,37433.25,954,108128.19,189,6189.75,24-Nov,133,4355.75,1010,33077.5,2022-05-05
SEBORAL SOAP 50GM,2860,68125.2,2636,149795.1,224,5335.68,24-Dec,260,6193.2,2600,61932,2022-05-21
SEBOROL CREAM 15GM,10,241.34,10,683.15,0,0,0,3,72.4,7,168.94,2023-08-04
SEDEN SYP ZEE 200ML,850,20570,749,30875.31,101,2444.2,24-Jul,113,2734.6,737,17835.4,2022-01-14
SEEBIND SACHET 15GM,200,10000,90,5725,110,5500,23-Sep,40,2000,160,8000,2022-07-21
SEEGRAF 0.5MG CAP 10S,0,0,0,0,0,0,0,12,1236,-12,-1236,2022-06-21
SELF CARE KIT 1S,10,3000,10,12000,0,0,0,0,0,10,3000,2022-04-08
SELGIN TAB 10S,12,668.52,12,745.92,0,0,0,3,167.13,9,501.39,2022-09-27
SELOKEN XL 100MG TAB 15S,6,1313.58,6,1314,0,0,0,0,0,6,1313.58,2023-01-01
SEMEX CREAM ZEE 10GM,397,5240.4,376,7453.35,21,277.2,24-Jul,297,3920.4,100,1320,2023-05-07
SENSER PASTE 50GM,2616,43164,2267,87937.87,349,5758.5,25-Nov,151,2491.5,2465,40672.5,2022-09-14
SENSODYNE TOOTHPASTE 75GM,8,872,8,1517.86,0,0,0,0,0,8,872,2022-01-19
SEPGARD RAPID GEL 3% 15GM,60,6345,52,5779.25,8,846,24-Sep,60,6345,0,0,2023-05-11
SEPNA FORTE TAB 10S,160,4731.2,160,4107.5,0,0,0,0,0,160,4731.2,2022-07-29
SEPTRAN-DS TAB 10S,3,56.7,3,67.5,0,0,0,0,0,3,56.7,2022-12-05
SERATREZ D TAB 10S,176,1205.6,176,4339.6,0,0,0,176,1205.6,0,0,2023-06-05
SERATREZ DPS TAB(BL) 10S,171,1692.9,92,1007.24,79,782.1,24-Jul,71,702.9,100,990,2023-05-31
SERENACE INJ 1ML,15,77.04,15,93.21,0,0,0,0,0,15,77.04,2022-01-13
SERJUN GLOVES 6 1S,4,74,4,0,0,0,0,0,0,4,74,2022-07-22
SERJUN GLOVES 6.5 .1S,379,7011.5,377,9600,2,37,23-Sep,0,0,379,7011.5,2022-06-17
SERJUN GLOVES 7 1S,193,3570.5,193,6000,0,0,0,0,0,193,3570.5,2023-09-23
SEROFLO-125 INH 1S,3,1167.96,3,1170,0,0,0,0,0,3,1167.96,2022-02-02
SEROFLO-250 INHALER 120M,1,338.77,1,563.15,0,0,0,2,677.54,-1,-338.77,2023-12-22
SEROFLO-250 ROTACAPS 30S,2,677.54,2,678,0,0,0,0,0,2,677.54,2022-10-05
SEROFLO-250DC INHALER 1S,0,0,0,0,0,0,0,0,0,0,0,2022-05-06
SERRALEX-PLUS TAB 10S,683,10518.2,649,36023.53,34,523.6,23-Sep,183,2818.2,500,7700,2023-09-17
SERRIFLAM-10MG TAB 10S,1569,7845,1519,15632.21,50,250,24-Jun,9,45,1560,7800,2023-09-15
SERTA-100MG TAB 15S,3,669.42,3,836.79,0,0,0,0,0,3,669.42,2022-06-06
SERTA-50 TAB 15S,11,1447.27,11,1809.11,0,0,0,4,526.28,7,920.99,2023-03-13
SERTRALINE-50 TAB 10S,59,413,59,466.1,0,0,0,9,63,50,350,2022-06-13
SERVICE CHARGE LAPTOP 1S,1,750,1,975,0,0,0,0,0,1,750,2023-05-12
SETRAL 50 TAB 10S,0,0,0,28.57,0,0,0,0,0,0,0,2023-11-26
SEVEL-C-400MG TAB 10S,78,5920.2,78,0,0,0,0,78,5920.2,0,0,2023-03-15
SEVEN SEAS CAP 100S,1,227.93,1,228,0,0,0,0,0,1,227.93,2023-05-12
SEVURA 250ML,16,68335.2,16,79685.81,0,0,0,10,42709.5,6,25625.7,2022-03-02
SEVURA INJ 250ML,3,8100,3,3240,0,0,0,3,8100,0,0,2023-10-26
SF-ZONE 250 INHALER 1S,10,1925,10,0,0,0,0,10,1925,0,0,2022-10-26
SGL TR TAB 10S,40,3742.8,40,3747.1,0,0,0,0,0,40,3742.8,2022-03-23
SGLTR-V TAB 10S,6,561.42,6,615,0,0,0,0,0,6,561.42,2022-10-01
SHARP CONTAINER(SAL-1005) 5LTR,2,124,2,220,0,0,0,0,0,2,124,2022-04-01
SHELCAL CT TAB 15S,25,5584,25,5600,0,0,0,0,0,25,5584,2022-11-22
SHELCAL XT TAB 15S,6,1616.76,6,0,0,0,0,0,0,6,1616.76,2022-08-12
SHELCAL-250 TAB 30S,23,1787.33,23,1842.39,0,0,0,0,0,23,1787.33,2023-04-11
SHELCAL-500 TAB 15S,20,1707.2,20,1779.79,0,0,0,0,0,20,1707.2,2022-11-03
SHEWEL SYRUP 200ML,699,18453.6,592,33208.8,107,2824.8,25-Nov,261,6890.4,438,11563.2,2023-06-24
SIDEPORT 15* KNIVES 1S,50,1200,50,2500,0,0,0,0,0,50,1200,2022-01-10
SILICON NIPPLE BOX 15S,95,15437.5,74,9337.04,21,3412.5,0,30,4875,65,10562.5,2023-02-17
SILMAR-L CAP 10S,200,6380,200,9870.5,0,0,0,50,1595,150,4785,2022-02-08
SILODAL 8MG TAB 10S,3,595.71,3,597,0,0,0,0,0,3,595.71,2023-10-29
SILODERM CREAM 20GM,4,261.44,4,326.79,0,0,0,2,130.72,2,130.72,2023-03-03
SILODOM-4 CAP 10S,80,1920,70,2170,10,240,24-Jun,0,0,80,1920,2023-03-28
SILODOM-8 TAB 10S,849,33960,840,43680,9,360,24-Sep,9,360,840,33600,2022-10-20
SILODOM-D TAB 10S,10,440,10,947.39,0,0,0,10,440,0,0,2022-01-29
SILVER STREAM 100ML 100ML,20,27366.48,20,32678.57,0,0,0,0,0,20,27366.48,2022-02-22
SILYBON-70MG TAB 10S,3,261.42,3,327,0,0,0,0,0,3,261.42,2022-01-05
SILYMA-70G TAB 10S,35,770,25,557.5,10,220,24-Jul,0,0,35,770,2022-12-07
SILZEN TAB 15S,570,6270,570,0,0,0,0,570,6270,0,0,2022-01-06
SIMBRINZA EYE DROPS 5ML,2,870,2,1087.5,0,0,0,0,0,2,870,2023-07-05
SIMCO CANNULA NO.22G 1S,8,1520,8,2000,0,0,0,0,0,8,1520,2023-09-16
SIMNOL-25 TAB 14S,19,66.5,19,88.2,0,0,0,19,66.5,0,0,2023-04-21
SIMNOL-50 RAB 14S,38,319.2,38,211.68,0,0,0,19,159.6,19,159.6,2023-05-12
SIMPLEX-XL CREAM 240GM,3,555,3,693.75,0,0,0,0,0,3,555,2023-04-25
SIMROSE 500MG CAP 15S,2,301.72,2,377.14,0,0,0,0,0,2,301.72,2022-05-18
SINE-DM TAB ZEE 10S,2265,18686.25,2180,45465.75,85,701.25,25-Jul,464,3828,1801,14858.25,2023-05-24
SINZIN-25 TAB 10S,329,921.2,329,1854.27,0,0,0,19,53.2,310,868,2022-03-08
SITACARD 100MG TAB 10S,110,8712,97,12220,13,1029.6,24-Jun,0,0,110,8712,2022-07-27
SITACARD 50MG TAB 10S,110,5263.5,11,1350,99,4737.15,24-Jun,0,0,110,5263.5,2023-08-02
SITACARD M 1000MG TAB 10S,110,9317,0,0,110,9317,24-Jun,0,0,110,9317,2022-03-21
SITACARD M 500MG TAB 10S,110,5868.5,31,2800,79,4214.65,24-Jun,0,0,110,5868.5,2023-06-27
SITADOSE-100MG TAB 15S,100,7200,1,108,99,7128,24-May,0,0,100,7200,2023-06-21
SITADOSE-50MG TAB 7S,100,1800,99,4041,1,18,24-Jun,0,0,100,1800,2022-10-20
SITADOSE-M 1000MG TAB 15S,100,5600,11,840,89,4984,24-Jun,0,0,100,5600,2022-12-04
SITADOSE-M 500MG TAB 15S,100,4600,0,0,100,4600,24-Jun,0,0,100,4600,2022-09-10
SITASCOT 50MG TAB 10S,30,954.3,0,0,30,954.3,24-Jun,0,0,30,954.3,2022-07-16
SITASCOT-M 50/500MG 15S,20,1180.4,0,0,20,1180.4,24-Jun,0,0,20,1180.4,2023-11-16
SITATOP 50/1000MG (BL) TAB 15S,100,6600,0,0,100,6600,24-May,0,0,100,6600,2022-10-03
SITATOP 50/500MG(B) TAB 15S,100,6000,32,3817.71,68,4080,24-May,0,0,100,6000,2023-04-30
SITCOM FORTE TAB 14S,1,567.57,1,709.46,0,0,0,0,0,1,567.57,2022-10-09
SITCOM-LD CREAM 30GM,1,170.89,1,213.62,0,0,0,0,0,1,170.89,2023-10-01
SIXLIX LOTION ZEE 60ML,929,18394.2,721,29704.82,208,4118.4,25-Aug,208,4118.4,721,14275.8,2022-04-04
SIXLIX SOAP ZEE 75GM,3165,69630,1944,63859.94,1221,26862,23-Sep,127,2794,3038,66836,2022-10-23
SIZODON PLUS TAB 10S,3,189.63,3,237.05,0,0,0,0,0,3,189.63,2022-08-12
SIZOPIN 100MG TAB 10S,12,744.96,12,931.18,0,0,0,0,0,12,744.96,2022-09-26
SIZOPIN 200MG TAB 10S,12,1885.68,12,2316.97,0,0,0,0,0,12,1885.68,2022-02-24
SIZOPIN 25MG TAB 10S,18,357.12,18,498.4,0,0,0,0,0,18,357.12,2023-12-18
SKELEBENZ-15 TAB 10S,19,3256.98,19,1861.61,0,0,0,3,514.26,16,2742.72,2022-09-18
SKICEF-1.5GM INJ 1S,20,1152,3,240,17,979.2,24-Sep,0,0,20,1152,2022-06-04
SKIN STAPLER (STERILE) 1S,118,68440,118,3900,0,0,0,0,0,118,68440,2023-04-09
SKIN STAPLER 1S,18,9360,18,7800,0,0,0,0,0,18,9360,2023-02-07
SKIN STAR CREAM 15GM,710,4970,301,10724.72,409,2863,23-Jul,62,434,648,4536,2022-08-23
SKINDID CREAM 15GM,1643,12076.05,1448,25125.36,195,1433.25,24-Aug,63,463.05,1580,11613,2023-03-04
SLEPRAZ 0.5 TAB(BL) 10S,3688,11986,2910,14403.88,778,2528.5,25-Apr,326,1059.5,3362,10926.5,2023-09-17
SLEPRAZ 0.5MG 1S,440,127.6,440,0,0,0,0,0,0,440,127.6,2023-01-22
SLEPRAZ-0.25TAB(BL) 10S,307,741.71,305,1419.93,2,4.83,23-Sep,187,451.79,120,289.92,2022-07-30
SLIMY WAY CAP 50S,105,6930,82,14849,23,1518,23-Sep,7,462,98,6468,2023-01-12
SLIMY-WAY CAP 15S,340,5610,279,12187.71,61,1006.5,25-Jan,0,0,340,5610,2022-07-01
SLIPIZEM-5 5S,41,453.87,41,110.7,0,0,0,41,453.87,0,0,2022-08-26
SLOANS BALM 20GM,1,75,1,62,0,0,0,0,0,1,75,2023-05-08
SLOANS LINIMENT OIL 71ML,1,99,1,82,0,0,0,0,0,1,99,2022-06-20
SMPS GIGABYTE P550W BRONZE 1S,1,3150,1,4095,0,0,0,0,0,1,3150,2022-11-06
SMUTH CREAM 30GM,1,91.25,1,114.06,0,0,0,0,0,1,91.25,2022-01-20
SOBISIS FORTE TAB 10S,6,274.26,6,342.86,0,0,0,6,274.26,0,0,2023-07-21
SOBISIS TAB 10S,6,162.84,6,203.57,0,0,0,6,162.84,0,0,2022-12-10
SODAC INJ 25ML,625,14062.5,578,16012.7,47,1057.5,24-Oct,48,1080,577,12982.5,2022-12-25
SODICARE-500 TAB 10S,701,3505,700,4760,1,5,24-Mar,0,0,701,3505,2023-08-30
SODIUM BICARBONATE 25ML 25ML,1562,28740.8,1562,25930.67,0,0,0,612,11260.8,950,17480,2023-02-11
SODIUM BICARBONATE INJ 10ML 10ML,786,4519.5,750,5853.06,36,207,23-Sep,786,4519.5,0,0,2023-06-01
SODIUM CHLORIDE INJ 10ML,560,2940,560,0,0,0,0,560,2940,0,0,2022-05-09
SODIUM HYPOCHLORIDE SOLUTION 5 LTR,21,2730,21,4582.16,0,0,0,0,0,21,2730,2022-06-27
SODIUM HYPOCHLORIDE SOLUTION 5LTR,7,840,7,1480,0,0,0,0,0,7,840,2022-04-23
SOFRAMYCIN CREAM 30GM,21,830.34,20,980.47,1,39.54,0,17,672.18,4,158.16,2023-11-13
SOFRAMYCIN SKIN CREAM 100GM,5,620.15,5,714.5,0,0,0,0,0,5,620.15,2022-04-08
SOFRANEX OINTMENT 15 GM,144,2243.52,119,2002.1,25,389.5,24-May,0,0,144,2243.52,2022-06-03
SOFRAXINE CREAM 15GM,768,4953.6,733,9512.42,35,225.75,24-Nov,8,51.6,760,4902,2023-10-15
SOFTYL SOAP(MOISTURIZING CREA 75GM,1042,23413.74,934,69105.03,108,2426.76,24-Jul,142,3190.74,900,20223,2022-05-15
SOHA LIQUIGEL 10ML,2,634.28,2,792.86,0,0,0,0,0,2,634.28,2023-11-25
SOIHENZ TAB 10S,125,10932.5,125,12711.18,0,0,0,0,0,125,10932.5,2023-01-21
SOLIFENACIN-5 TAB 10S,399,7182,392,9832.6,7,126,24-Apr,9,162,390,7020,2022-01-09
SOLIKEM 5 TAB 10S,3,567.87,3,709.82,0,0,0,0,0,3,567.87,2023-11-24
SOLIKEM-10MG TAB 10S,3,1024.29,3,1280.36,0,0,0,3,1024.29,0,0,2022-02-13
SOLINE-6 EYE OINTMENT 3GM,0,0,0,0,0,0,0,12,1211.16,-12,-1211.16,2022-08-15
SOLITEN-5MG TAB 10S,3,747.87,3,750,0,0,0,0,0,3,747.87,2022-07-16
SOLODOS-8MG TAB 10S,50,2290,50,2600,0,0,0,0,0,50,2290,2023-03-17
SOLTUS-200MG TAB 10S,10,2264.3,10,2830,0,0,0,0,0,10,2264.3,2022-11-10
SOMPRAZ 20MG TAB 15S,14,1090.04,14,1055.72,0,0,0,0,0,14,1090.04,2022-05-25
SOMPRAZ D 40MG TAB 10S,6,930,6,620,0,0,0,0,0,6,930,2022-12-01
SOMPRAZ IT CAP 10S,3,492.87,3,616.05,0,0,0,0,0,3,492.87,2022-01-08
SOMU TAB 10S,12790,52439,10301,62706.5,2489,10204.9,23-Sep,0,0,12790,52439,2022-01-24
SORBITRATE-10MG TAB 50S,7,201.45,7,211.54,0,0,0,7,201.45,0,0,2023-09-10
SORBITRATE-5MG 50S,4,116.8,4,150,0,0,0,0,0,4,116.8,2023-05-01
SORVATE C OINT 20GM,5,1623.2,5,1923.21,0,0,0,0,0,5,1623.2,2022-03-23
SOSRANE 250ML,69,82034.1,69,101622.3,0,0,0,11,13077.9,58,68956.2,2022-05-03
SOSRANE 30ML INJ 30ML,107,23015.7,107,25318.96,0,0,0,21,4517.1,86,18498.6,2022-01-07
SOTALAR 40MG TAB 10S,30,2619.3,30,3274.29,0,0,0,0,0,30,2619.3,2022-04-01
SOTIN-10 CAP 10S,500,15675,456,47295,44,1379.4,23-May,120,3762,380,11913,2022-05-20
SOTIN-20 CAP 10S,103,3965.5,103,5435,0,0,0,103,3965.5,0,0,2023-03-12
SOTRET NF 8MG TAB 10S,3,460.71,3,575.89,0,0,0,0,0,3,460.71,2022-12-24
SOVIX EMULSION ZEE 100ML,75,1980,75,0,0,0,0,75,1980,0,0,2022-05-24
SPASICOM TAB 10S,275,1782,206,2644.6,69,447.12,23-Sep,125,810,150,972,2023-01-15
SPASMO PROXYVOV FORTE 2ML,20,374.2,20,467.86,0,0,0,0,0,20,374.2,2023-12-09
SPASRELIF SYP 60ML,108,1814.4,96,3371.7,12,201.6,24-Apr,0,0,108,1814.4,2023-03-06
SPEEDOMOX 250 CAP 10S,6,65.4,6,85.2,0,0,0,6,65.4,0,0,2023-04-22
SPEEDOMOX 250DT TAB 10S,200,3180,199,4678.45,1,15.9,24-Feb,0,0,200,3180,2022-06-25
SPEMAN TAB 1S,1,110,1,110,0,0,0,0,0,1,110,2022-08-14
SPENZO DEPOT 20MG/1ML INJ 1ML,5,607.15,5,758.93,0,0,0,0,0,5,607.15,2023-10-03
SPIKE BUSTER 4WAYS 4MTR 1S,1,550,1,715,0,0,0,0,0,1,550,2023-03-01
SPINAL NEEDLE 22 1S,50,2362.5,50,4100,0,0,0,0,0,50,2362.5,2022-06-02
SPINAL NEEDLE 23G 1S,10,479.5,10,820,0,0,0,0,0,10,479.5,2022-12-28
SPINAL NEEDLE 25G 1S,153,8315.55,153,13250,0,0,0,0,0,153,8315.55,2023-01-19
SPINAL NEEDLE 26G 1S,94,5108.9,94,6364.64,0,0,0,0,0,94,5108.9,2022-03-11
SPINAL NEEDLE 27 1S,29,1566,29,1700,0,0,0,0,0,29,1566,2023-08-22
SPIRONOT-25 TAB 10S,8,96,2,18.75,6,72,23-Sep,8,96,0,0,2022-10-02
SPORLAC AB SINGLE SACHET 1GM,30,226.78,30,293.57,0,0,0,0,0,30,226.78,2022-01-20
SPORLAC-DS TAB 20S,18,1589.5,18,1888.34,0,0,0,0,0,18,1589.5,2023-06-09
SPORSET TAB 20S,280,1008,250,2842.27,30,108,24-Feb,0,0,280,1008,2022-03-02
SPORSKY-DS TAB 15S,200,1040,200,1627.8,0,0,0,0,0,200,1040,2022-05-27
SRUB PAD 1S,60,720,60,2437.5,0,0,0,0,0,60,720,2022-01-15
SSD NVME EVM 256GB 1S,2,4000,2,6110,0,0,0,0,0,2,4000,2022-09-24
SSZ-1000-DR 10S,20,1210,20,3805.71,0,0,0,20,1210,0,0,2022-01-11
ST-PASE INJ 150000IU 1S,2,3180,2,3378.75,0,0,0,0,0,2,3180,2022-03-22
STABIGEL SYP RHO 170ML,1224,26928,1071,43811.11,153,3366,24-Aug,216,4752,1008,22176,2022-11-25
STAMCORT INJ 40MG,100,1880,50,1222.5,50,940,24-Oct,0,0,100,1880,2022-06-08
STEAM CAP 10S,89,1475.62,52,1075.6,37,613.46,23-Jul,89,1475.62,0,0,2022-10-22
STEMETIL INJ 1ML,110,1769.9,110,1755.1,0,0,0,0,0,110,1769.9,2022-08-13
STEMETIL-MD 5MG TAB 15S,50,5097.5,50,5913,0,0,0,0,0,50,5097.5,2022-08-19
STERI DISP GLOVES 6.5 1S,1505,12792.5,1505,24513.57,0,0,0,0,0,1505,12792.5,2023-01-11
STERI DISP GLOVES 7.0 1S,1000,10500,1000,14821.43,0,0,0,0,0,1000,10500,2022-02-14
STERI DISP GLOVES 7.0 1S.,950,17290,950,15875,0,0,0,0,0,950,17290,2023-10-01
STERI DISP GLOVES 7.5 1S,250,4550,250,5500,0,0,0,0,0,250,4550,2023-11-12
STERILE POWDER GLOVES-7.0 SIZ 1S,300,4350,300,4446.43,0,0,0,0,0,300,4350,2023-12-28
STERILE WATER 10ML 10ML,100,180,100,258.04,0,0,0,0,0,100,180,2022-11-18
STERILE WATER 500ML,125,2812.5,83,2284.65,42,945,25-Jan,125,2812.5,0,0,2022-08-03
STERILE WATER FOR INJ 1*5ML,8200,8200,8200,18595.29,0,0,0,0,0,8200,8200,2022-05-26
STERILE WATER FOR INJ 5ML PDP 5ML,100,165,100,358,0,0,0,0,0,100,165,2023-12-20
STERILE WATER FOR INJ 5ML.,2100,2100,2100,4915,0,0,0,0,0,2100,2100,2022-08-05
STERIZONE ST91 1S,50,6387.5,50,7750,0,0,0,0,0,50,6387.5,2022-12-04
STON-1B6 SOLUTION 200ML,1,156.33,1,159.29,0,0,0,0,0,1,156.33,2022-10-27
STONVIL CAPS 30S,3,268.5,0,0,3,268.5,23-Jul,3,268.5,0,0,2022-05-25
STORVAS 40MG TAB 10S,5,773.55,5,773.55,0,0,0,0,0,5,773.55,2022-11-20
STORVAS CV 10MG TAB 10S,74,9831.64,74,8849.08,0,0,0,0,0,74,9831.64,2022-03-03
STREPSILS 1S,104,222.87,50,126.86,54,115.72,24-Feb,0,0,104,222.87,2023-09-29
STROCIT 500MG TAB 10S,6,2995.68,6,0,0,0,0,0,0,6,2995.68,2022-11-28
STUZINE TAB 10S,589,2992.12,551,9920.15,38,193.04,24-Apr,29,147.32,560,2844.8,2023-11-13
STUZINE-D TAB 10S,625,3775,575,4117.22,50,302,24-Aug,10,60.4,615,3714.6,2023-06-04
SUCCITHEM INJ 10ML,289,8381,289,8887,0,0,0,300,8700,-11,-319,2023-01-02
SUCOL 50MG/10ML INJ 10ML,978,35090.64,787,33400.36,191,6853.08,23-Sep,41,1471.08,937,33619.56,2023-07-29
SUCOX SUP ZEE 100ML,983,27032.5,881,51243.75,102,2805,24-Mar,181,4977.5,802,22055,2022-08-21
SUCOX SUSP 200ML,1,46.2,1,0,0,0,0,1,46.2,0,0,2023-07-09
SUCRAPHAR SYP 200 ML,42,2047.5,42,2465.3,0,0,0,12,585,30,1462.5,2022-12-26
SUCTION CATH-10 1S,115,851,115,1581,0,0,0,0,0,115,851,2022-03-18
SUCTION CATH-16 1S,50,350,50,700,0,0,0,0,0,50,350,2022-04-06
SUCTION CATH-8 1S,320,2240,320,4172,0,0,0,0,0,320,2240,2022-06-29
SUGARMET-500 TAB 20S,10019,75142.5,7114,68986.6,2905,21787.5,24-Sep,19,142.5,10000,75000,2023-02-04
SUHAGRA-50 TAB 4S,48,420,48,4044.86,0,0,0,0,0,48,420,2022-10-22
SUKROSE INJ 5ML,7,140,7,0,0,0,0,7,140,0,0,2023-03-23
SULPITAC-200MG TAB 10S,9,1819.26,9,2274.03,0,0,0,0,0,9,1819.26,2022-11-29
SULPRA 50 TAB 10S,740,27113.6,652,26657.12,88,3224.32,23-Sep,210,7694.4,530,19419.2,2023-07-07
SULPRA-100 TAB 10,80,5554.4,20,1300,60,4165.8,24-Jun,20,1388.6,60,4165.8,2022-11-15
SULSEAS 500MG TAB 10S,280,5306,271,8043,9,170.55,24-Aug,0,0,280,5306,2022-10-06
SUPATRET 0.04% CREAM 20GM,1,219.43,1,220,0,0,0,0,0,1,219.43,2023-12-27
SUPERCET-5 TAB 10S,3400,6460,3400,8419.05,0,0,0,0,0,3400,6460,2023-05-13
SUPRIDOL INJ 1ML,5428,19540.8,5396,27451.5,32,115.2,23-Jul,128,460.8,5300,19080,2022-04-08
SUPRIDOL INJ 2ML/50MG 2ML,320,2016,220,3885,100,630,24-Jul,16,100.8,304,1915.2,2023-11-01
SURBEX GOLD CAP 15S,0,0,0,0,0,0,0,0,0,0,0,2023-11-20
SURETOP-DSR TAB 10S,160,4785,150,5156,10,478.5,24-May,0,0,160,4785,2023-07-02
SURGEON CAP 1S,100,190,100,0,0,0,0,0,0,100,190,2023-11-05
SURGICAL BLADE NO-22 1S,206,407.88,206,1621.8,0,0,0,0,0,206,407.88,2023-07-30
SURGICAL BLADE NO.11 100S,1,170,1,370,0,0,0,0,0,1,170,2023-02-13
SURGICAL PENCIL 10030 1S,10,650,10,1400,0,0,0,0,0,10,650,2023-07-04
SURGICAL SPIRIT 4.5LTR,10,4500,10,4900,0,0,0,0,0,10,4500,2023-12-01
SURGICAL SPIRIT 4.5LTR 4.5LTR,35,12600,35,19805,0,0,0,0,0,35,12600,2023-02-05
SURGICAL SPIRIT 400ML,42,1554,42,2646.9,0,0,0,0,0,42,1554,2022-12-06
SURGISPON 1S,22,1355.2,22,2200,0,0,0,0,0,22,1355.2,2022-12-01
SURGITOL LIQ HAND WASH 250ML,45,1350,45,2469,0,0,0,0,0,45,1350,2022-07-12
SUSPENSORY BANDEGE XL MIRMAL 1S,10,223.2,10,300,0,0,0,0,0,10,223.2,2022-10-07
SUSTEN 300 TAB 10S,2,681.42,2,831.42,0,0,0,0,0,2,681.42,2022-08-21
SUSTEN SR200MG TAB 10S,30,7357.5,30,7173.48,0,0,0,0,0,30,7357.5,2023-12-17
SWTICH 8 PORT TP LINK GIGABIT 1S,1,1450,1,1885,0,0,0,0,0,1,1450,2022-02-26
SYMHYLO EYE DROPS 10ML,75,12696.5,31,7273.6,44,11172.92,23-Sep,0,0,75,12696.5,2023-02-26
SYMHYLO EYE DROPS 5ML,32,3709.97,32,4264.2,0,0,0,65,8315.45,-33,-4605.48,2023-02-27
SYNAPTOL SR 150 TAB 10S,6,642.84,6,776.79,0,0,0,3,321.42,3,321.42,2023-01-01
SYNCAPONE 50MG TAB 10S,69,4977.66,69,6077.68,0,0,0,0,0,69,4977.66,2023-07-17
SYNCOPONE 100MG TAB 10S,39,3259.23,39,4074.11,0,0,0,0,0,39,3259.23,2022-01-10
SYNDOPA CR TAB 10S,79,2877.97,79,3135.09,0,0,0,6,218.58,73,2659.39,2022-06-15
SYNDOPA PLUS 15S,28,759.36,28,813.61,0,0,0,8,216.96,20,542.4,2022-12-01
SYNDOPA-110MG TAB 15S,550,10252,550,11164,0,0,0,0,0,550,10252,2023-02-24
SYNEM BAR SOAP ZEE 75GM,593,11741.4,517,27280.46,76,1504.8,25-Aug,93,1841.4,500,9900,2022-06-23
SYNFLORIX PFS INJ 1S,1,1827.81,1,1950,0,0,0,0,0,1,1827.81,2023-07-31
T-1 PF EYE DROPS 3ML,36,8550.63,25,5678.83,11,2850.21,24-Apr,9,2331.99,27,6218.64,2023-04-17
T-MATE-100 10S,168,19736.64,152,19379.83,16,1879.68,25-Jun,7,822.36,161,18914.28,2023-04-17
T-NIL 125 SYP 60ML,603,6964.65,497,7502.82,106,1224.3,23-Dec,153,1767.15,450,5197.5,2022-10-16
T-NIL 250 SYP 60ML,1604,22504.12,1472,38406.64,132,1851.96,24-Nov,334,4686.02,1270,17818.1,2022-03-07
T-NIL 650 TAB 10S,1155,10164,930,12591.75,225,1980,23-Nov,275,2420,880,7744,2022-07-29
T-NIL DROPS 15ML,540,7128,465,9717.91,75,990,24-Jul,201,2653.2,339,4474.8,2023-12-19
T-NIL M SYP 60ML,627,8621.25,511,21385.1,116,1595,24-May,117,1608.75,510,7012.5,2022-08-01
T-STAT 1000 TAB 10S,130,29142.5,75,19428.75,55,12822.7,25-Jun,20,4662.8,110,24479.7,2023-05-08
T-STAT 500MG 10S,0,0,0,0,0,0,0,47,5860.9,-47,-5860.9,2023-11-07
T-STAT MF TAB 10S,0,0,0,0,0,0,0,10,2115,-10,-2115,2023-06-27
TABLE CALENDER EACH,15,975,0,0,15,975,0,15,975,0,0,2022-01-25
TACROFAST-0.5 TAB 10S,75,10889.25,75,3688.1,0,0,0,0,0,75,10889.25,2022-08-19
TACROGRAF 1MG TAB 10S,21,5437.53,21,8510.2,0,0,0,3,776.79,18,4660.74,2022-11-22
TACROGRAF 2MG TAB 10S,24,12428.64,24,19398,0,0,0,0,0,24,12428.64,2023-06-21
TACROGRAF-0.5MG TAB 10S,21,3048.99,21,4676.33,0,0,0,4,580.76,17,2468.23,2022-05-03
TACROZ FORT LOTION 20ML,1,535.71,1,669.64,0,0,0,0,0,1,535.71,2023-12-17
TACRUS-1 OINT 10GM,232,16077.6,197,41674.62,35,2425.5,23-Oct,52,3603.6,180,12474,2023-07-04
TACRUS-3 OINT 10GM,1589,47193.3,1485,72710.93,104,3088.8,24-Aug,72,2138.4,1517,45054.9,2023-04-19
TADACT 20MG TAB 10S,26,4928.82,26,5516.53,0,0,0,4,758.28,22,4170.54,2022-09-11
TAMMISILIN-D TAB 10S,780,6630,777,8705.75,3,25.5,24-Apr,0,0,780,6630,2022-01-16
TAMMISLIN-0.4MG TAB 10S,690,3450,670,4690,20,100,24-May,20,100,670,3350,2022-08-02
TAMSOFER TAB-0.4MG 10S,110,1045,110,4600.74,0,0,0,110,1045,0,0,2023-05-20
TAXIM-250MG INJ 1S,127,1598.2,127,4255.01,0,0,0,27,353.7,100,1244.5,2022-04-22
